Timestamp[Day.Month.Year Hour:Minute:Second:Milisecond],sampleNum,tagLEDC1_PD1,tagLEDC2_PD1,tagLEDC3_PD1,LED1_PPG1,LED2_PPG1,LED3_PPG1,ACC_X[mg],ACC_Y[mg],ACC_Z[mg]
05.10.2024 20:30:07:432,197,0,1,2,60678,99174,63763,-58,-514,874
05.10.2024 20:30:07:436,198,0,1,2,60681,99151,63757,-54,-522,885
05.10.2024 20:30:07:440,199,0,1,2,60678,99134,63747,-54,-530,881
05.10.2024 20:30:07:444,200,0,1,2,60677,99119,63740,-54,-533,868
05.10.2024 20:30:07:448,201,0,1,2,60673,99098,63730,-55,-524,870
05.10.2024 20:30:07:452,202,0,1,2,60671,99081,63720,-57,-531,859
05.10.2024 20:30:07:456,203,0,1,2,60679,99061,63713,-64,-524,854
05.10.2024 20:30:07:460,204,0,1,2,60675,99038,63703,-69,-520,850
05.10.2024 20:30:07:464,205,0,1,2,60677,99022,63696,-68,-514,845
05.10.2024 20:30:07:468,206,0,1,2,60674,98999,63686,-67,-515,847
05.10.2024 20:30:07:471,207,0,1,2,60669,98982,63679,-68,-519,841
05.10.2024 20:30:07:475,208,0,1,2,60664,98959,63661,-74,-524,835
05.10.2024 20:30:07:479,209,0,1,2,60671,98932,63653,-71,-518,840
05.10.2024 20:30:07:483,210,0,1,2,60668,98903,63638,-74,-525,837
05.10.2024 20:30:07:487,211,0,1,2,60671,98881,63629,-70,-526,839
05.10.2024 20:30:07:491,212,0,1,2,60668,98851,63612,-81,-533,843
05.10.2024 20:30:07:495,213,0,1,2,60659,98823,63598,-78,-539,850
05.10.2024 20:30:07:499,214,0,1,2,60656,98792,63581,-76,-543,852
05.10.2024 20:30:07:503,215,0,1,2,60660,98757,63564,-79,-547,846
05.10.2024 20:30:07:507,216,0,1,2,60655,98730,63551,-79,-545,852
05.10.2024 20:30:07:510,217,0,1,2,60651,98705,63538,-76,-553,847
05.10.2024 20:30:07:514,218,0,1,2,60642,98685,63525,-81,-553,844
05.10.2024 20:30:07:518,219,0,1,2,60631,98659,63511,-79,-555,837
05.10.2024 20:30:07:522,220,0,1,2,60632,98638,63496,-82,-555,839
05.10.2024 20:30:07:526,221,0,1,2,60618,98609,63488,-80,-549,830
05.10.2024 20:30:07:530,222,0,1,2,60611,98595,63475,-76,-553,836
05.10.2024 20:30:07:534,223,0,1,2,60607,98568,63463,-81,-551,833
05.10.2024 20:30:07:538,224,0,1,2,60597,98549,63450,-84,-547,824
05.10.2024 20:30:07:542,225,0,1,2,60594,98522,63438,-83,-546,822
05.10.2024 20:30:07:546,226,0,1,2,60585,98500,63425,-78,-547,831
05.10.2024 20:30:07:550,227,0,1,2,60579,98479,63415,-77,-549,825
05.10.2024 20:30:07:553,228,0,1,2,60581,98458,63403,-75,-548,827
05.10.2024 20:30:07:557,229,0,1,2,60570,98440,63392,-76,-547,833
05.10.2024 20:30:07:561,230,0,1,2,60558,98417,63381,-70,-548,828
05.10.2024 20:30:07:565,231,0,1,2,60562,98396,63370,-72,-542,837
05.10.2024 20:30:07:569,232,0,1,2,60551,98375,63357,-70,-541,845
05.10.2024 20:30:07:573,233,0,1,2,60542,98352,63347,-66,-540,837
05.10.2024 20:30:07:577,234,0,1,2,60532,98336,63336,-67,-536,846
05.10.2024 20:30:07:581,235,0,1,2,60526,98310,63318,-71,-541,842
05.10.2024 20:30:07:585,236,0,1,2,60520,98291,63305,-69,-541,845
05.10.2024 20:30:07:589,237,0,1,2,60506,98267,63290,-72,-534,843
05.10.2024 20:30:07:592,238,0,1,2,60509,98242,63273,-73,-537,852
05.10.2024 20:30:07:596,239,0,1,2,60496,98218,63267,-70,-529,846
05.10.2024 20:30:07:600,240,0,1,2,60495,98200,63255,-72,-529,837
05.10.2024 20:30:07:604,241,0,1,2,60489,98176,63247,-75,-532,843
05.10.2024 20:30:07:608,242,0,1,2,60482,98161,63231,-73,-526,840
05.10.2024 20:30:07:612,243,0,1,2,60479,98139,63225,-71,-525,846
05.10.2024 20:30:07:616,244,0,1,2,60472,98119,63213,-71,-524,836
05.10.2024 20:30:07:620,245,0,1,2,60465,98103,63203,-73,-522,847
05.10.2024 20:30:07:624,246,0,1,2,60461,98082,63191,-69,-521,844
05.10.2024 20:30:07:628,247,0,1,2,60451,98065,63176,-66,-527,847
05.10.2024 20:30:07:631,248,0,1,2,60449,98043,63164,-68,-533,842
05.10.2024 20:30:07:635,249,0,1,2,60443,98022,63156,-67,-535,845
05.10.2024 20:30:07:639,250,0,1,2,60432,98000,63148,-69,-538,842
05.10.2024 20:30:07:643,251,0,1,2,60425,97989,63139,-65,-535,840
05.10.2024 20:30:07:647,252,0,1,2,60423,97968,63131,-69,-537,838
05.10.2024 20:30:07:651,253,0,1,2,60421,97949,63115,-70,-541,835
05.10.2024 20:30:07:655,254,0,1,2,60415,97926,63106,-67,-536,840
05.10.2024 20:30:07:659,255,0,1,2,60415,97911,63095,-77,-540,834
05.10.2024 20:30:07:663,256,0,1,2,60408,97892,63083,-74,-547,827
05.10.2024 20:30:07:667,257,0,1,2,60399,97876,63073,-69,-542,837
05.10.2024 20:30:07:670,258,0,1,2,60398,97861,63064,-74,-546,830
05.10.2024 20:30:07:674,259,0,1,2,60397,97842,63058,-71,-545,829
05.10.2024 20:30:07:678,260,0,1,2,60396,97829,63046,-74,-541,840
05.10.2024 20:30:07:682,261,0,1,2,60385,97812,63039,-68,-539,834
05.10.2024 20:30:07:686,262,0,1,2,60382,97799,63026,-76,-544,837
05.10.2024 20:30:07:690,263,0,1,2,60374,97779,63023,-73,-540,836
05.10.2024 20:30:07:694,264,0,1,2,60372,97769,63015,-74,-540,833
05.10.2024 20:30:07:698,265,0,1,2,60368,97750,63005,-75,-541,836
05.10.2024 20:30:07:702,266,0,1,2,60362,97736,62994,-73,-541,839
05.10.2024 20:30:07:706,267,0,1,2,60358,97723,62986,-73,-540,841
05.10.2024 20:30:07:710,268,0,1,2,60354,97717,62978,-71,-536,839
05.10.2024 20:30:07:713,269,0,1,2,60356,97696,62972,-71,-540,834
05.10.2024 20:30:07:717,270,0,1,2,60352,97680,62964,-74,-536,841
05.10.2024 20:30:07:721,271,0,1,2,60345,97667,62952,-76,-532,836
05.10.2024 20:30:07:725,272,0,1,2,60345,97646,62946,-74,-540,835
05.10.2024 20:30:07:729,273,0,1,2,60338,97636,62935,-68,-534,843
05.10.2024 20:30:07:733,274,0,1,2,60339,97624,62927,-70,-539,835
05.10.2024 20:30:07:737,275,0,1,2,60333,97609,62920,-74,-527,833
05.10.2024 20:30:07:741,276,0,1,2,60327,97591,62910,-71,-524,834
05.10.2024 20:30:07:745,277,0,1,2,60320,97583,62902,-70,-551,842
05.10.2024 20:30:07:749,278,0,1,2,60318,97572,62897,-81,-549,839
05.10.2024 20:30:07:752,279,0,1,2,60320,97559,62889,-80,-544,837
05.10.2024 20:30:07:756,280,0,1,2,60307,97543,62885,-78,-540,833
05.10.2024 20:30:07:760,281,0,1,2,60309,97531,62879,-73,-535,837
05.10.2024 20:30:07:764,282,0,1,2,60297,97522,62873,-72,-538,831
05.10.2024 20:30:07:768,283,0,1,2,60291,97503,62864,-71,-532,828
05.10.2024 20:30:07:772,284,0,1,2,60291,97494,62857,-74,-535,830
05.10.2024 20:30:07:776,285,0,1,2,60274,97474,62847,-75,-541,833
05.10.2024 20:30:07:780,286,0,1,2,60271,97463,62842,-71,-541,833
05.10.2024 20:30:07:784,287,0,1,2,60260,97446,62835,-74,-541,836
05.10.2024 20:30:07:788,288,0,1,2,60253,97435,62826,-74,-543,828
05.10.2024 20:30:07:791,289,0,1,2,60242,97420,62824,-73,-547,832
05.10.2024 20:30:07:795,290,0,1,2,60238,97414,62817,-76,-541,828
05.10.2024 20:30:07:799,291,0,1,2,60222,97405,62812,-75,-542,832
05.10.2024 20:30:07:803,292,0,1,2,60206,97388,62800,-75,-542,835
05.10.2024 20:30:07:807,293,0,1,2,60196,97372,62795,-74,-541,837
05.10.2024 20:30:07:811,294,0,1,2,60176,97359,62788,-71,-547,838
05.10.2024 20:30:07:815,295,0,1,2,60162,97345,62778,-67,-547,839
05.10.2024 20:30:07:819,296,0,1,2,60135,97328,62770,-72,-547,835
05.10.2024 20:30:07:823,297,0,1,2,60132,97321,62763,-71,-547,828
05.10.2024 20:30:07:827,298,0,1,2,60105,97307,62765,-72,-540,839
05.10.2024 20:30:07:831,299,0,1,2,60092,97295,62752,-73,-542,834
05.10.2024 20:30:07:834,300,0,1,2,60066,97282,62748,-69,-537,841
05.10.2024 20:30:07:838,301,0,1,2,60055,97271,62740,-68,-539,838
05.10.2024 20:30:07:842,302,0,1,2,60040,97261,62737,-69,-543,832
05.10.2024 20:30:07:846,303,0,1,2,60022,97249,62732,-65,-539,839
05.10.2024 20:30:07:850,304,0,1,2,60005,97237,62725,-67,-542,834
05.10.2024 20:30:07:854,305,0,1,2,59993,97231,62720,-68,-538,838
05.10.2024 20:30:07:858,306,0,1,2,59982,97221,62716,-73,-537,842
05.10.2024 20:30:07:862,307,0,1,2,59966,97206,62713,-77,-533,844
05.10.2024 20:30:07:866,308,0,1,2,59951,97198,62702,-70,-542,840
05.10.2024 20:30:07:870,309,0,1,2,59931,97183,62696,-72,-540,837
05.10.2024 20:30:07:873,310,0,1,2,59925,97175,62691,-77,-537,838
05.10.2024 20:30:07:877,311,0,1,2,59914,97164,62684,-74,-533,834
05.10.2024 20:30:07:881,312,0,1,2,59906,97153,62678,-63,-548,834
05.10.2024 20:30:07:885,313,0,1,2,59899,97143,62670,-68,-545,837
05.10.2024 20:30:07:889,314,0,1,2,59886,97126,62669,-76,-544,838
05.10.2024 20:30:07:893,315,0,1,2,59878,97121,62658,-72,-551,835
05.10.2024 20:30:07:897,316,0,1,2,59872,97113,62652,-70,-541,833
05.10.2024 20:30:07:901,317,0,1,2,59866,97099,62649,-75,-539,834
05.10.2024 20:30:07:905,318,0,1,2,59862,97088,62643,-70,-541,838
05.10.2024 20:30:07:909,319,0,1,2,59852,97078,62638,-72,-550,837
05.10.2024 20:30:07:912,320,0,1,2,59846,97072,62632,-73,-549,830
05.10.2024 20:30:07:916,321,0,1,2,59834,97067,62629,-71,-543,836
05.10.2024 20:30:07:920,322,0,1,2,59835,97061,62623,-75,-545,836
05.10.2024 20:30:07:924,323,0,1,2,59829,97051,62619,-76,-542,830
05.10.2024 20:30:07:928,324,0,1,2,59823,97048,62615,-73,-537,837
05.10.2024 20:30:07:932,325,0,1,2,59821,97041,62611,-74,-542,834
05.10.2024 20:30:07:936,326,0,1,2,59813,97027,62605,-71,-540,828
05.10.2024 20:30:07:940,327,0,1,2,59813,97019,62602,-74,-544,834
05.10.2024 20:30:07:944,328,0,1,2,59812,97011,62600,-68,-540,833
05.10.2024 20:30:07:948,329,0,1,2,59805,97005,62593,-67,-545,830
05.10.2024 20:30:07:952,330,0,1,2,59807,96998,62588,-72,-546,829
05.10.2024 20:30:07:955,331,0,1,2,59800,96988,62585,-73,-551,834
05.10.2024 20:30:07:959,332,0,1,2,59792,96981,62583,-72,-549,837
05.10.2024 20:30:07:963,333,0,1,2,59793,96978,62577,-68,-543,833
