Timestamp[Day.Month.Year Hour:Minute:Second:Milisecond],sampleNum,tagLEDC1_PD1,tagLEDC2_PD1,tagLEDC3_PD1,LED1_PPG1,LED2_PPG1,LED3_PPG1,ACC_X[mg],ACC_Y[mg],ACC_Z[mg]
05.10.2024 13:24:45:254,315,2,0,1,122034,88218,130353,7,-678,735
05.10.2024 13:24:45:258,316,2,0,1,122037,88209,130350,11,-679,738
05.10.2024 13:24:45:262,317,2,0,1,122031,88218,130351,9,-681,734
05.10.2024 13:24:45:266,318,2,0,1,122033,88216,130351,14,-679,738
05.10.2024 13:24:45:270,319,2,0,1,122037,88224,130351,12,-679,737
05.10.2024 13:24:45:273,320,2,0,1,122032,88239,130347,12,-680,735
05.10.2024 13:24:45:277,321,2,0,1,122035,88243,130361,8,-683,732
05.10.2024 13:24:45:281,322,2,0,1,122039,88240,130356,6,-687,738
05.10.2024 13:24:45:285,323,2,0,1,122035,88247,130359,13,-683,736
05.10.2024 13:24:45:289,324,2,0,1,122036,88246,130354,11,-681,742
05.10.2024 13:24:45:293,325,2,0,1,122032,88254,130360,10,-679,737
05.10.2024 13:24:45:297,326,2,0,1,122036,88259,130359,8,-683,732
05.10.2024 13:24:45:301,327,2,0,1,122032,88264,130358,15,-678,740
05.10.2024 13:24:45:305,328,2,0,1,122036,88265,130357,11,-678,737
05.10.2024 13:24:45:309,329,2,0,1,122037,88278,130362,8,-679,735
05.10.2024 13:24:45:312,330,2,0,1,122036,88276,130359,13,-681,742
05.10.2024 13:24:45:316,331,2,0,1,122032,88282,130364,6,-679,740
05.10.2024 13:24:45:320,332,2,0,1,122040,88289,130360,9,-681,736
05.10.2024 13:24:45:324,333,2,0,1,122039,88288,130362,10,-678,737
05.10.2024 13:24:45:328,334,2,0,1,122037,88290,130355,14,-672,737
05.10.2024 13:24:45:332,335,2,0,1,122036,88298,130360,9,-677,738
